Name,Identity,Form,Alt,Alignment,Type,Size,armour_name,stated_ac,body_armour,resistances,armor_bonus,ac,stated_hp,hp,expected_hp,hp_fudge,level,hd,F,A,S,E,R,I,P,H,K,Res,Pop,Powers,Powers_Rank,Powers_Adj,Powers_Adj_Rank,Equipment,Equipment_Rank,Equipment_Adj,Equipment_Adj_Rank,Vehicle,Talents,Talents_Adj,Contacts,Contacts_Adj,Weaknesses,Weaknesses_Adj,Powers_Form,Spd,Att,Attack,Defense,Dam,Climbing,Escaping,martial_arts,mook,attack_parameters,CR,xp,regen,healing_spells,healing_dice,healing_bonus,sc_ability,log,proficiency,initiative_bonus,AB_F,AB_A,AB_S,AB_E,AB_R,AB_I,AB_P
Feds and Spies,,,,law,people,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ex,Gd,Gd,Gd,Gd,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},,W,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Boxer,,,,boxer,people,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Ty,Ty,Ty,Ty,Ty,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Plumber,,,,trade,people,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Ty,Ty,Ty,Ty,Ty,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Lumberjack,,,,trade,people,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Ty,Ty,Gd,Gd,Pr,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,E,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Norse Myth,,,,myth,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Rm,Gd,In,In,Gd,Gd,Ex,,,,Ty,,,,,,,,,,,,,,{},{},{},Gd,2,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,,,,,,,,,,,,,,,,,,,
Atlantean,,,,myth,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Rm,Rm,Ty,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},Gd,2,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,,,,,,,,,,,,,,,,,,,
Mystic Dimension Citizen,,,,magic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Ty,Gd,Ty,Ty,Ty,Gd,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Cosmic Warped Mutant,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Ty,Gd,Ty,Pr,Pr,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Cosmic Immortal,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ex,In,Am,Ex,Rm,Rm,,,,Ty,,,,,,,,,,,,,,{},{},{},Un,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Moon Mist People,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ex,Ex,Rm,Gd,Gd,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Blue Space Warrior,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Ex,Ex,Gd,Gd,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,H,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Serpent People,,,,myth,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Ex,Rm,Ty,Ty,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},Gd,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Mutant Animal People,,,,mutant,alien,,,*;,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,*,*,*,*,Gd,Gd,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},*,*,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Greek Myth,,,,myth,alien,,,Ex;,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ex,In,Am,Ty,Ty,Rm,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Bird Space Warrior,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Gd,Rm,Gd,Gd,Gd,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},,H,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Space Shapeshifter,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Ty,Ty,Gd,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,H,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Green Martian,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Gd,Gd,Pr,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
Red Martian,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Gd,Ty,Ty,Ty,Ty,Ty,Ty,,,,Ty,,,,,,,,,,,,,,{},{},{},,,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
CircleHead Scientist,,,,cosmic,alien,,,,"{'Physical': 'Sh0', 'Energy': 'Sh0'}",{},,,,,,,,,Fb,Pr,Pr,Ty,Ex,Ty,Gd,,,,Ty,,,,,,,,,,,,,,{},{},{},,H,"{'Blunt': {'S': '', 'R': '', 'A': '', 'AP': '', 'AB': ''}, 'Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Blunt': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Throwing Edged': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Shooting': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Energy': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': ''}, 'Force': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Grappling': {'S': '', 'R': '', 'A': '', 'AP': ''}, 'Grabbing': {}, 'Charging': {}, 'Mental': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Magic': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': ''}, 'Power': {'S': '', 'R': '', 'A': '', 'AP': '', 'C': '', 'AB': '', 'N': ''}}","{'Escaping': {}, 'Dodging': {}, 'Evading': {}, 'Blocking': {}, 'Catching': {}, 'Ability': {}, 'Blunt': {'AB': ''}, 'Energy': {'AB': ''}, 'Mental': {}, 'Magic': {}}",0,0,0,,1,,,,,,,,,,,,,,,,,,
